andel_kryss_valkrets,grund,id,kommun,mandat,namn,nummer,parti,partiprocent,partiröster,stol,summa_kryss_valkrets,summa_röster_valkrets,valkrets,ålder
"23,71",P,141238,Piteå,2,Helén Lindbäck,1,KD,3.53,1034,vald,6943,29286,Piteå,67
"23,71",J,141239,Piteå,2,Daniel Bylund,2,KD,3.53,1034,vald,6943,29286,Piteå,41
"23,71",,141240,Piteå,2,Anne Bjernhagen,1,KD,3.53,1034,ersättare,6943,29286,Piteå,69
"23,71",,141241,Piteå,2,Nils-Olof Nilsson,2,KD,3.53,1034,ersättare,6943,29286,Piteå,74
"23,71",P,6913,Piteå,19,Anders Lundkvist,1,S,37.63,11020,vald,6943,29286,Piteå,60
"23,71",J,6912,Piteå,19,Helena Stenberg,2,S,37.63,11020,vald,6943,29286,Piteå,47
"23,71",J,6914,Piteå,19,Ruth Rahkola,3,S,37.63,11020,vald,6943,29286,Piteå,63
"23,71",J,6915,Piteå,19,Sven-Gösta Pettersson,4,S,37.63,11020,vald,6943,29286,Piteå,55
"23,71",J,6916,Piteå,19,Agnetha Eriksson,5,S,37.63,11020,vald,6943,29286,Piteå,60
"23,71",J,6917,Piteå,19,Stefan Askenryd,6,S,37.63,11020,vald,6943,29286,Piteå,46
"23,71",J,6918,Piteå,19,Frida Söderberg,7,S,37.63,11020,vald,6943,29286,Piteå,40
"23,71",J,6919,Piteå,19,Lars U Granberg,8,S,37.63,11020,vald,6943,29286,Piteå,52
"23,71",J,6920,Piteå,19,Nina Bladh,9,S,37.63,11020,vald,6943,29286,Piteå,46
"23,71",J,6921,Piteå,19,Jonas Lindberg,10,S,37.63,11020,vald,6943,29286,Piteå,44
"23,71",J,6922,Piteå,19,Jessica Hjelte,11,S,37.63,11020,vald,6943,29286,Piteå,29
"23,71",J,6923,Piteå,19,Maj-Britt Lindström,12,S,37.63,11020,vald,6943,29286,Piteå,75
"23,71",J,6924,Piteå,19,Ferid Letic,13,S,37.63,11020,vald,6943,29286,Piteå,36
"23,71",J,6925,Piteå,19,Lena Vikberg,14,S,37.63,11020,vald,6943,29286,Piteå,55
"23,71",J,6926,Piteå,19,Roland Olofsson,15,S,37.63,11020,vald,6943,29286,Piteå,73
"23,71",J,6927,Piteå,19,Elisabeth Vidman,16,S,37.63,11020,vald,6943,29286,Piteå,52
"23,71",J,6928,Piteå,19,Cristian Bergvall,17,S,37.63,11020,vald,6943,29286,Piteå,34
"23,71",J,6929,Piteå,19,Marianne Hedkvist,18,S,37.63,11020,vald,6943,29286,Piteå,51
"23,71",J,6930,Piteå,19,Ken Åman,19,S,37.63,11020,vald,6943,29286,Piteå,31
"23,71",,6931,Piteå,19,Emmeli Persson,1,S,37.63,11020,ersättare,6943,29286,Piteå,31
"23,71",,6932,Piteå,19,Rune Berglund,2,S,37.63,11020,ersättare,6943,29286,Piteå,77
"23,71",,6933,Piteå,19,Marita Björkman Forsman,3,S,37.63,11020,ersättare,6943,29286,Piteå,65
"23,71",,6934,Piteå,19,Jonas Vikström,4,S,37.63,11020,ersättare,6943,29286,Piteå,42
"23,71",,6935,Piteå,19,Louise Mörk,5,S,37.63,11020,ersättare,6943,29286,Piteå,25
"23,71",,6936,Piteå,19,Adrian Johansson,6,S,37.63,11020,ersättare,6943,29286,Piteå,23
"23,71",,6937,Piteå,19,Mojgan Azari,7,S,37.63,11020,ersättare,6943,29286,Piteå,52
"23,71",,6938,Piteå,19,André Bengtson,8,S,37.63,11020,ersättare,6943,29286,Piteå,41
"23,71",,6939,Piteå,19,Maria Truedsson,9,S,37.63,11020,ersättare,6943,29286,Piteå,70
"23,71",,6940,Piteå,19,Peter Eriksson,10,S,37.63,11020,ersättare,6943,29286,Piteå,60
"23,71",P,343971,Piteå,6,Brith Fäldt,1,V,11.42,3344,vald,6943,29286,Piteå,66
"23,71",J,30052,Piteå,6,Maria Holmquist-Ek,2,V,11.42,3344,vald,6943,29286,Piteå,66
"23,71",J,163701,Piteå,6,Per Lönnberg,3,V,11.42,3344,vald,6943,29286,Piteå,73
"23,71",J,343974,Piteå,6,Helena Nilseriksdotter,4,V,11.42,3344,vald,6943,29286,Piteå,48
"23,71",J,343975,Piteå,6,Mikael Borgh,5,V,11.42,3344,vald,6943,29286,Piteå,53
"23,71",J,163688,Piteå,6,Anna Bergström,6,V,11.42,3344,vald,6943,29286,Piteå,42
"23,71",,343982,Piteå,6,Elin Johansson,1,V,11.42,3344,ersättare,6943,29286,Piteå,40
"23,71",,343983,Piteå,6,Benny Söderberg,2,V,11.42,3344,ersättare,6943,29286,Piteå,47
"23,71",,163697,Piteå,6,Nina Lindström,3,V,11.42,3344,ersättare,6943,29286,Piteå,44
"23,71",P,273875,Piteå,1,Simon Granberg,1,MP,2.67,781,vald,6943,29286,Piteå,37
"23,71",,273874,Piteå,1,Mats Dahlberg,1,MP,2.67,781,ersättare,6943,29286,Piteå,46
"23,71",,273876,Piteå,1,Anna Åström,2,MP,2.67,781,ersättare,6943,29286,Piteå,36
"23,71",P,48257,Piteå,3,Elin Håkansson,1,SD,6.46,1893,vald,6943,29286,Piteå,37
"23,71",P,48259,Piteå,3,Magnus Häggblad,2,SD,6.46,1893,vald,6943,29286,Piteå,43
"23,71",J,48258,Piteå,3,Robert Håkansson,3,SD,6.46,1893,vald,6943,29286,Piteå,40
"23,71",,48260,Piteå,3,Lage Hortlund,1,SD,6.46,1893,ersättare,6943,29286,Piteå,74
"23,71",,48261,Piteå,3,Ulf Lindeberg,2,SD,6.46,1893,ersättare,6943,29286,Piteå,54
"23,71",P,4894,Piteå,5,Johnny Åström,1,SJV,9.11,2667,vald,6943,29286,Piteå,72
"23,71",J,4909,Piteå,5,Martin Åström,2,SJV,9.11,2667,vald,6943,29286,Piteå,35
"23,71",J,4919,Piteå,5,Monika Karlsson,3,SJV,9.11,2667,vald,6943,29286,Piteå,53
"23,71",J,4929,Piteå,5,Malin Markström,4,SJV,9.11,2667,vald,6943,29286,Piteå,45
"23,71",J,5061,Piteå,5,Anton Markström,5,SJV,9.11,2667,vald,6943,29286,Piteå,20
"23,71",,4939,Piteå,5,Ewa Åström,1,SJV,9.11,2667,ersättare,6943,29286,Piteå,66
"23,71",,5063,Piteå,5,Peter Sundström,2,SJV,9.11,2667,ersättare,6943,29286,Piteå,51
"23,71",,5064,Piteå,5,Olivia Markström,3,SJV,9.11,2667,ersättare,6943,29286,Piteå,18
"23,71",P,15425,Piteå,2,Anders Nordin,1,SkolP,3.48,1019,vald,6943,29286,Piteå,69
"23,71",J,15426,Piteå,2,Petra Fojtikova,2,SkolP,3.48,1019,vald,6943,29286,Piteå,35
"23,71",,15427,Piteå,2,Joel Wiklund,1,SkolP,3.48,1019,ersättare,6943,29286,Piteå,45
"23,71",,15430,Piteå,2,Margareta Tjernkvist,2,SkolP,3.48,1019,ersättare,6943,29286,Piteå,73
"24,31",P,135099,Uppsala,14,Fredrik Ahlstedt,1,M,17.39,25521,vald,35673,146754,Uppsala,50
"24,31",J,135100,Uppsala,14,Therez Olsson,2,M,17.39,25521,vald,35673,146754,Uppsala,35
"24,31",J,133581,Uppsala,14,Alexandra Steinholtz,3,M,17.39,25521,vald,35673,146754,Uppsala,29
"24,31",J,132922,Uppsala,14,Christopher Lagerqvist,4,M,17.39,25521,vald,35673,146754,Uppsala,42
"24,31",J,132910,Uppsala,14,Marta Obminska,5,M,17.39,25521,vald,35673,146754,Uppsala,39
"24,31",J,132921,Uppsala,14,Magnus Åkerman,6,M,17.39,25521,vald,35673,146754,Uppsala,61
"24,31",J,132915,Uppsala,14,Cecilia Forss,7,M,17.39,25521,vald,35673,146754,Uppsala,70
"24,31",J,132913,Uppsala,14,Markus Lagerquist,8,M,17.39,25521,vald,35673,146754,Uppsala,49
"24,31",J,132932,Uppsala,14,Mats Gyllander,9,M,17.39,25521,vald,35673,146754,Uppsala,59
"24,31",J,132920,Uppsala,14,Madeleine Andersson,10,M,17.39,25521,vald,35673,146754,Uppsala,47
"24,31",J,132929,Uppsala,14,Carolina Bringborn,11,M,17.39,25521,vald,35673,146754,Uppsala,43
"24,31",J,135110,Uppsala,14,Anna-Karin Westerlund,12,M,17.39,25521,vald,35673,146754,Uppsala,69
"24,31",J,135111,Uppsala,14,Robin Kronvall,13,M,17.39,25521,vald,35673,146754,Uppsala,40
"24,31",J,135112,Uppsala,14,Carolina Zandén,14,M,17.39,25521,vald,35673,146754,Uppsala,31
"24,31",,132916,Uppsala,14,Fredrik Hultman,1,M,17.39,25521,ersättare,35673,146754,Uppsala,25
"24,31",,135114,Uppsala,14,Gunnar Hedberg,2,M,17.39,25521,ersättare,35673,146754,Uppsala,70
"24,31",,135115,Uppsala,14,Roine Thunberg,3,M,17.39,25521,ersättare,35673,146754,Uppsala,57
"24,31",,135116,Uppsala,14,Inger Söderberg,4,M,17.39,25521,ersättare,35673,146754,Uppsala,74
"24,31",,135117,Uppsala,14,Arne Sandemo,5,M,17.39,25521,ersättare,35673,146754,Uppsala,60
"24,31",,132926,Uppsala,14,Bekir Jusufbasic,6,M,17.39,25521,ersättare,35673,146754,Uppsala,49
"24,31",,135119,Uppsala,14,Lars Harlin,7,M,17.39,25521,ersättare,35673,146754,Uppsala,59
"24,31",P,165645,Uppsala,8,Stefan Hanna,1,C,9.56,14028,vald,35673,146754,Uppsala,54
"24,31",J,159090,Uppsala,8,Unn Harsem,2,C,9.56,14028,vald,35673,146754,Uppsala,34
"24,31",J,159091,Uppsala,8,Mattias Johansson,3,C,9.56,14028,vald,35673,146754,Uppsala,46
"24,31",J,165648,Uppsala,8,Zahrah Lifvendahl,4,C,9.56,14028,vald,35673,146754,Uppsala,43
"24,31",J,165649,Uppsala,8,Jonas Petersson,5,C,9.56,14028,vald,35673,146754,Uppsala,46
"24,31",J,159103,Uppsala,8,Diana Zadius,6,C,9.56,14028,vald,35673,146754,Uppsala,22
"24,31",J,165651,Uppsala,8,Mats Åhlund,7,C,9.56,14028,vald,35673,146754,Uppsala,65
"24,31",J,165652,Uppsala,8,Viviane Obaid,8,C,9.56,14028,vald,35673,146754,Uppsala,49
"24,31",,159106,Uppsala,8,Olle Romlin,1,C,9.56,14028,ersättare,35673,146754,Uppsala,22
"24,31",,159097,Uppsala,8,Rigmor Stenmark,2,C,9.56,14028,ersättare,35673,146754,Uppsala,78
"24,31",,165655,Uppsala,8,Karin Ericsson,3,C,9.56,14028,ersättare,35673,146754,Uppsala,67
"24,31",,165656,Uppsala,8,Ingmar Jansson,4,C,9.56,14028,ersättare,35673,146754,Uppsala,70
"24,31",P,53267,Uppsala,8,Mohamad Hassan,1,L,9.27,13610,vald,35673,146754,Uppsala,46
"24,31",J,53268,Uppsala,8,Helena Hedman Skoglund,2,L,9.27,13610,vald,35673,146754,Uppsala,36
"24,31",J,53269,Uppsala,8,Benny Lindholm,3,L,9.27,13610,vald,35673,146754,Uppsala,33
"24,31",J,53270,Uppsala,8,Eva Edwardsson,4,L,9.27,13610,vald,35673,146754,Uppsala,53
"24,31",J,53271,Uppsala,8,Anders A. Aronsson,5,L,9.27,13610,vald,35673,146754,Uppsala,64
"24,31",J,53272,Uppsala,8,Amanda Kanange,6,L,9.27,13610,vald,35673,146754,Uppsala,22
"24,31",J,53273,Uppsala,8,Mats Dafnäs,7,L,9.27,13610,vald,35673,146754,Uppsala,69
"24,31",J,53274,Uppsala,8,Oscar Matti,8,L,9.27,13610,vald,35673,146754,Uppsala,25
"24,31",,53275,Uppsala,8,Angelique Prinz Blix,1,L,9.27,13610,ersättare,35673,146754,Uppsala,54
"24,31",,53276,Uppsala,8,Peter Nordgren,2,L,9.27,13610,ersättare,35673,146754,Uppsala,69
"24,31",,53277,Uppsala,8,Erica Närlinge,3,L,9.27,13610,ersättare,35673,146754,Uppsala,36
"24,31",,53278,Uppsala,8,Anders Wallin,4,L,9.27,13610,ersättare,35673,146754,Uppsala,53
"24,31",P,358120,Uppsala,6,Jonas Segersam,1,KD,7.13,10470,vald,35673,146754,Uppsala,48
"24,31",J,367133,Uppsala,6,Sarah Havneraas,2,KD,7.13,10470,vald,35673,146754,Uppsala,24
"24,31",J,356871,Uppsala,6,Margit Borgström,3,KD,7.13,10470,vald,35673,146754,Uppsala,70
"24,31",J,367135,Uppsala,6,Simon Westberg,4,KD,7.13,10470,vald,35673,146754,Uppsala,33
"24,31",J,367136,Uppsala,6,Eva Moberg,5,KD,7.13,10470,vald,35673,146754,Uppsala,51
"24,31",J,358116,Uppsala,6,Evelina Solem,6,KD,7.13,10470,vald,35673,146754,Uppsala,25
"24,31",,367138,Uppsala,6,Mattias Holmström,1,KD,7.13,10470,ersättare,35673,146754,Uppsala,28
"24,31",,367139,Uppsala,6,Christian Hermanson,2,KD,7.13,10470,ersättare,35673,146754,Uppsala,46
"24,31",,358107,Uppsala,6,Alexander Oscarsson,3,KD,7.13,10470,ersättare,35673,146754,Uppsala,18
"24,31",P,110926,Uppsala,21,Erik Pelling,1,S,25.32,37153,vald,35673,146754,Uppsala,42
"24,31",J,110927,Uppsala,21,Caroline Hoffstedt,2,S,25.32,37153,vald,35673,146754,Uppsala,34
"24,31",J,81360,Uppsala,21,Gustaf Lantz,3,S,25.32,37153,vald,35673,146754,Uppsala,37
"24,31",J,81381,Uppsala,21,Eva Christiernin,4,S,25.32,37153,vald,35673,146754,Uppsala,36
"24,31",J,81378,Uppsala,21,Peter Gustavsson,5,S,25.32,37153,vald,35673,146754,Uppsala,41
"24,31",J,81369,Uppsala,21,Asal Gohari,6,S,25.32,37153,vald,35673,146754,Uppsala,21
"24,31",J,98777,Uppsala,21,Ulrik Wärnsberg,7,S,25.32,37153,vald,35673,146754,Uppsala,59
"24,31",J,81361,Uppsala,21,Inga-Lill Sjöblom,8,S,25.32,37153,vald,35673,146754,Uppsala,58
"24,31",J,110934,Uppsala,21,Klas-Herman Lundgren,9,S,25.32,37153,vald,35673,146754,Uppsala,36
"24,31",J,110935,Uppsala,21,Agneta Gille,10,S,25.32,37153,vald,35673,146754,Uppsala,62
"24,31",J,110936,Uppsala,21,Carl Lindberg,11,S,25.32,37153,vald,35673,146754,Uppsala,77
"24,31",J,98780,Uppsala,21,Ylva Stadell,12,S,25.32,37153,vald,35673,146754,Uppsala,35
"24,31",J,110938,Uppsala,21,Björn Wall,13,S,25.32,37153,vald,35673,146754,Uppsala,71
"24,31",J,98804,Uppsala,21,Hilde Klasson,14,S,25.32,37153,vald,35673,146754,Uppsala,65
"24,31",J,110940,Uppsala,21,Mattias Kristenson,15,S,25.32,37153,vald,35673,146754,Uppsala,27
"24,31",J,110941,Uppsala,21,Loa Mothata,16,S,25.32,37153,vald,35673,146754,Uppsala,45
"24,31",J,110942,Uppsala,21,Rafael Waters,17,S,25.32,37153,vald,35673,146754,Uppsala,39
"24,31",J,110943,Uppsala,21,Elnaz Alizadeh,18,S,25.32,37153,vald,35673,146754,Uppsala,38
"24,31",J,81374,Uppsala,21,Pavlos Cavelier Bizas,19,S,25.32,37153,vald,35673,146754,Uppsala,21
"24,31",J,110945,Uppsala,21,Agneta Erikson,20,S,25.32,37153,vald,35673,146754,Uppsala,62
"24,31",J,110946,Uppsala,21,Anders Grönvall,21,S,25.32,37153,vald,35673,146754,Uppsala,54
"24,31",,110948,Uppsala,21,My Lilja,1,S,25.32,37153,ersättare,35673,146754,Uppsala,44
"24,31",,110949,Uppsala,21,Erik Dagnesjö,2,S,25.32,37153,ersättare,35673,146754,Uppsala,39
"24,31",,110950,Uppsala,21,Maria Gauffin Röjestål,3,S,25.32,37153,ersättare,35673,146754,Uppsala,40
"24,31",,81384,Uppsala,21,Patrik Hedlund,4,S,25.32,37153,ersättare,35673,146754,Uppsala,47
"24,31",,110952,Uppsala,21,Monica Östman,5,S,25.32,37153,ersättare,35673,146754,Uppsala,65
"24,31",,110953,Uppsala,21,Staffan Yngve,6,S,25.32,37153,ersättare,35673,146754,Uppsala,73
"24,31",,110954,Uppsala,21,Dima Sarsour,7,S,25.32,37153,ersättare,35673,146754,Uppsala,36
"24,31",,110955,Uppsala,21,Bedo Kaplan,8,S,25.32,37153,ersättare,35673,146754,Uppsala,65
"24,31",,110956,Uppsala,21,Kia (Kristina) Solid,9,S,25.32,37153,ersättare,35673,146754,Uppsala,64
"24,31",,110957,Uppsala,21,Peder Granath,10,S,25.32,37153,ersättare,35673,146754,Uppsala,59
"24,31",,110958,Uppsala,21,Emmy Sjöblom,11,S,25.32,37153,ersättare,35673,146754,Uppsala,30
"24,31",J,395756,Uppsala,9,Tobias Smedberg,1,V,10.67,15660,vald,35673,146754,Uppsala,40
"24,31",J,395757,Uppsala,9,Hanna Victoria Mörck,2,V,10.67,15660,vald,35673,146754,Uppsala,38
"24,31",J,395758,Uppsala,9,Karolin Lundström,3,V,10.67,15660,vald,35673,146754,Uppsala,41
"24,31",J,395759,Uppsala,9,Torbjörn Björlund,4,V,10.67,15660,vald,35673,146754,Uppsala,60
"24,31",J,395760,Uppsala,9,Edip Akay,5,V,10.67,15660,vald,35673,146754,Uppsala,53
"24,31",J,395761,Uppsala,9,Ingela Ekrelius,6,V,10.67,15660,vald,35673,146754,Uppsala,63
"24,31",J,395762,Uppsala,9,Magne Björklund,7,V,10.67,15660,vald,35673,146754,Uppsala,27
"24,31",J,395763,Uppsala,9,Therese Rhann,8,V,10.67,15660,vald,35673,146754,Uppsala,47
"24,31",J,395764,Uppsala,9,Lalla Andersson,9,V,10.67,15660,vald,35673,146754,Uppsala,62
"24,31",,395765,Uppsala,9,Marlene Larsson,1,V,10.67,15660,ersättare,35673,146754,Uppsala,47
"24,31",,395766,Uppsala,9,Florian Burmeister,2,V,10.67,15660,ersättare,35673,146754,Uppsala,46
"24,31",,395767,Uppsala,9,Anette Fisher,3,V,10.67,15660,ersättare,35673,146754,Uppsala,67
"24,31",,395768,Uppsala,9,Per-Olof Forsblom,4,V,10.67,15660,ersättare,35673,146754,Uppsala,72
"24,31",,395769,Uppsala,9,Andrea Karnekvist,5,V,10.67,15660,ersättare,35673,146754,Uppsala,60
"24,31",P,382647,Uppsala,6,Linda Eskilsson,1,MP,7.08,10394,vald,35673,146754,Uppsala,43
"24,31",J,382644,Uppsala,6,Rickard Malmström,2,MP,7.08,10394,vald,35673,146754,Uppsala,50
"24,31",J,382646,Uppsala,6,Lars Friberg,3,MP,7.08,10394,vald,35673,146754,Uppsala,43
"24,31",J,382645,Uppsala,6,Helena Nordström-Källström,4,MP,7.08,10394,vald,35673,146754,Uppsala,46
"24,31",J,382642,Uppsala,6,Charles Pylad,5,MP,7.08,10394,vald,35673,146754,Uppsala,41
"24,31",J,382639,Uppsala,6,Åsa Strahlemo,6,MP,7.08,10394,vald,35673,146754,Uppsala,48
"24,31",,385048,Uppsala,6,Per Eric Rosén,1,MP,7.08,10394,ersättare,35673,146754,Uppsala,39
"24,31",,385049,Uppsala,6,Elisabeth Ståhle,2,MP,7.08,10394,ersättare,35673,146754,Uppsala,73
"24,31",,382636,Uppsala,6,Johan Edstav,3,MP,7.08,10394,ersättare,35673,146754,Uppsala,51
"24,31",P,136073,Uppsala,7,Simon Alm,1,SD,9.14,13418,vald,35673,146754,Uppsala,28
"24,31",J,136074,Uppsala,7,David Perez,2,SD,9.14,13418,vald,35673,146754,Uppsala,28
"24,31",J,136075,Uppsala,7,Lisen Burmeister,3,SD,9.14,13418,vald,35673,146754,Uppsala,40
"24,31",J,136076,Uppsala,7,Linnea Bjuhr,4,SD,9.14,13418,vald,35673,146754,Uppsala,22
"24,31",J,136077,Uppsala,7,Rebecka Tyrheim,5,SD,9.14,13418,vald,35673,146754,Uppsala,18
"24,31",J,136078,Uppsala,7,Anders Sehlin,6,SD,9.14,13418,vald,35673,146754,Uppsala,72
"24,31",J,136079,Uppsala,7,Roger Thelander,7,SD,9.14,13418,vald,35673,146754,Uppsala,52
"24,31",,136080,Uppsala,7,Knut Godskesen,1,SD,9.14,13418,ersättare,35673,146754,Uppsala,54
"24,31",,136081,Uppsala,7,Alexander von Uckermann,2,SD,9.14,13418,ersättare,35673,146754,Uppsala,24
"24,31",,136082,Uppsala,7,Simon Pettersson,3,SD,9.14,13418,ersättare,35673,146754,Uppsala,29
"24,31",,136083,Uppsala,7,Kent Kumpula,4,SD,9.14,13418,ersättare,35673,146754,Uppsala,43
"24,31",P,406451,Uppsala,2,Stina Jansson,1,FI,2.62,3838,vald,35673,146754,Uppsala,27
"24,31",P,406450,Uppsala,2,Lovisa Johansson,2,FI,2.62,3838,vald,35673,146754,Uppsala,22
"24,31",,406452,Uppsala,2,Josef Safady Åslund,1,FI,2.62,3838,ersättare,35673,146754,Uppsala,32
"24,31",,406453,Uppsala,2,Charlie Strängberg,2,FI,2.62,3838,ersättare,35673,146754,Uppsala,24
"29,42",P,9994,Oxelösund,8,Dag Bergentoft,1,M,26.15,2037,vald,2292,7791,Oxelösund,63
"29,42",J,313497,Oxelösund,8,Katarina Berg,2,M,26.15,2037,vald,2292,7791,Oxelösund,53
"29,42",J,10135,Oxelösund,8,Stefan Johansson,3,M,26.15,2037,vald,2292,7791,Oxelösund,51
"29,42",J,313499,Oxelösund,8,Luiza Kaminska,4,M,26.15,2037,vald,2292,7791,Oxelösund,70
"29,42",J,313500,Oxelösund,8,Mårthen Backman,5,M,26.15,2037,vald,2292,7791,Oxelösund,49
"29,42",J,313502,Oxelösund,8,Bengt Björkhage,6,M,26.15,2037,vald,2292,7791,Oxelösund,63
"29,42",J,313503,Oxelösund,8,Haifaa Alkhaldi,7,M,26.15,2037,vald,2292,7791,Oxelösund,30
"29,42",J,313504,Oxelösund,8,Tapio Helminen,8,M,26.15,2037,vald,2292,7791,Oxelösund,60
"29,42",,313505,Oxelösund,8,Eva Asthage,1,M,26.15,2037,ersättare,2292,7791,Oxelösund,71
"29,42",,313506,Oxelösund,8,Zuber Sahi,2,M,26.15,2037,ersättare,2292,7791,Oxelösund,28
"29,42",,313507,Oxelösund,8,Matti Koponen,3,M,26.15,2037,ersättare,2292,7791,Oxelösund,64
"29,42",,313508,Oxelösund,8,Kirsten Bälldal Andersson,4,M,26.15,2037,ersättare,2292,7791,Oxelösund,61
"29,42",J,196484,Oxelösund,1,Bo Höglander,1,C,3.17,247,vald,2292,7791,Oxelösund,63
"29,42",,198534,Oxelösund,1,Joakim Öhman,1,C,3.17,247,ersättare,2292,7791,Oxelösund,54
"29,42",,197668,Oxelösund,1,Siri Wink,2,C,3.17,247,ersättare,2292,7791,Oxelösund,24
"29,42",J,16317,Oxelösund,1,Klas Lundbergh,1,L,3.3,257,vald,2292,7791,Oxelösund,62
"29,42",,16318,Oxelösund,1,Björn Wintler,1,L,3.3,257,ersättare,2292,7791,Oxelösund,76
"29,42",,16319,Oxelösund,1,Lars Johansson,2,L,3.3,257,ersättare,2292,7791,Oxelösund,60
"29,42",J,166944,Oxelösund,1,Göran Bernhardsson,1,KD,2.79,217,vald,2292,7791,Oxelösund,66
"29,42",,166945,Oxelösund,1,Gert Bennevall,1,KD,2.79,217,ersättare,2292,7791,Oxelösund,70
"29,42",,166946,Oxelösund,1,Sophia Stenbäck,2,KD,2.79,217,ersättare,2292,7791,Oxelösund,30
"29,42",P,139863,Oxelösund,12,Catharina Fredriksson,1,S,39.03,3041,vald,2292,7791,Oxelösund,53
"29,42",J,139864,Oxelösund,12,Linus Fogel,2,S,39.03,3041,vald,2292,7791,Oxelösund,45
"29,42",J,139865,Oxelösund,12,Britta Bergström,3,S,39.03,3041,vald,2292,7791,Oxelösund,64
"29,42",J,139879,Oxelösund,12,Tommy Karlsson,4,S,39.03,3041,vald,2292,7791,Oxelösund,57
"29,42",J,139880,Oxelösund,12,Linda Hägglund,5,S,39.03,3041,vald,2292,7791,Oxelösund,44
"29,42",J,140041,Oxelösund,12,Claes-Göran Borrman,6,S,39.03,3041,vald,2292,7791,Oxelösund,58
"29,42",J,140042,Oxelösund,12,Nina Wikström-Tiala,7,S,39.03,3041,vald,2292,7791,Oxelösund,46
"29,42",J,140043,Oxelösund,12,Inge Ståhlgren,8,S,39.03,3041,vald,2292,7791,Oxelösund,66
"29,42",J,140630,Oxelösund,12,Solveig Lindblom,9,S,39.03,3041,vald,2292,7791,Oxelösund,77
"29,42",J,140045,Oxelösund,12,Martin Bergström,10,S,39.03,3041,vald,2292,7791,Oxelösund,31
"29,42",J,140046,Oxelösund,12,Oheila Mozil,11,S,39.03,3041,vald,2292,7791,Oxelösund,33
"29,42",J,140047,Oxelösund,12,Håkan Carlsson,12,S,39.03,3041,vald,2292,7791,Oxelösund,66
"29,42",,140048,Oxelösund,12,Birgitta Luoto,1,S,39.03,3041,ersättare,2292,7791,Oxelösund,73
"29,42",,140049,Oxelösund,12,Peter Karlsson,2,S,39.03,3041,ersättare,2292,7791,Oxelösund,51
"29,42",,467576,Oxelösund,12,Mayvor Lundberg,3,S,39.03,3041,ersättare,2292,7791,Oxelösund,71
"29,42",,140637,Oxelösund,12,Bror Sterner,4,S,39.03,3041,ersättare,2292,7791,Oxelösund,70
"29,42",,140638,Oxelösund,12,Ann-Sophie Nygren,5,S,39.03,3041,ersättare,2292,7791,Oxelösund,45
"29,42",,140639,Oxelösund,12,Rune Tschemernjack,6,S,39.03,3041,ersättare,2292,7791,Oxelösund,51
"29,42",P,12079,Oxelösund,4,Patrik Renfors,1,V,11.58,902,vald,2292,7791,Oxelösund,43
"29,42",J,49667,Oxelösund,4,Ingela Wahlstam,2,V,11.58,902,vald,2292,7791,Oxelösund,46
"29,42",J,12086,Oxelösund,4,Lotta Johnsson Fornarve,3,V,11.58,902,vald,2292,7791,Oxelösund,62
"29,42",J,12089,Oxelösund,4,Daniel Lundgren,4,V,11.58,902,vald,2292,7791,Oxelösund,46
"29,42",,49670,Oxelösund,4,Mariela Perez,1,V,11.58,902,ersättare,2292,7791,Oxelösund,57
"29,42",,49671,Oxelösund,4,Viktor Johnsson,2,V,11.58,902,ersättare,2292,7791,Oxelösund,26
"29,42",J,185794,Oxelösund,1,Sandra Landin,1,MP,3.38,263,vald,2292,7791,Oxelösund,43
"29,42",,185795,Oxelösund,1,Björn Johansson,1,MP,3.38,263,ersättare,2292,7791,Oxelösund,72
"29,42",,185796,Oxelösund,1,Kristin Johansson,2,MP,3.38,263,ersättare,2292,7791,Oxelösund,45
"29,42",P,16087,Oxelösund,3,Jannike Zetterman,1,SD,10.17,792,vald,2292,7791,Oxelösund,28
"29,42",P,16086,Oxelösund,3,Jan-Eric Eriksson,2,SD,10.17,792,vald,2292,7791,Oxelösund,70
"29,42",J,16088,Oxelösund,3,Leif Winnsberger,3,SD,10.17,792,vald,2292,7791,Oxelösund,63
"29,42",,16089,Oxelösund,3,Dagmara Mandrela,1,SD,10.17,792,ersättare,2292,7791,Oxelösund,43
"29,42",,16090,Oxelösund,3,Ulla Hulkko,2,SD,10.17,792,ersättare,2292,7791,Oxelösund,70
"25,83",E,56696,Kristianstad,6,Emelie Nyberg,1,M,17.92,4762,vald,6864,26569,Väster,25
"25,83",E,56697,Kristianstad,6,Stefan Haskå,2,M,17.92,4762,vald,6864,26569,Väster,73
"25,83",E,56698,Kristianstad,6,Ewa Jakobsen,3,M,17.92,4762,vald,6864,26569,Väster,65
"25,83",E,56699,Kristianstad,6,Caroline Hedenström,4,M,17.92,4762,vald,6864,26569,Väster,38
"25,83",E,56700,Kristianstad,6,Maria Malmer Stenergard,5,M,17.92,4762,vald,6864,26569,Väster,37
"25,83",E,56701,Kristianstad,6,Göran Montan,6,M,17.92,4762,vald,6864,26569,Väster,72
"25,83",,56702,Kristianstad,6,Sylvia Olander,1,M,17.92,4762,ersättare,6864,26569,Väster,62
"25,83",,56703,Kristianstad,6,David Stenergard,2,M,17.92,4762,ersättare,6864,26569,Väster,38
"25,83",,56704,Kristianstad,6,Christina Silverbern,3,M,17.92,4762,ersättare,6864,26569,Väster,40
