id,kandidat,kommun,kryssandel,lista,namn,nr,parti,personkryss,valkrets,valsedelnummer
63942,,Norrköping,2.01,personval,Mona Olsson,5,V,65,Norrköpings södra valkrets,
63940,,Norrköping,1.89,personval,Deniz Butros,6,V,61,Norrköpings södra valkrets,
63943,,Norrköping,1.76,personval,Ricardo Olivares,7,V,57,Norrköpings södra valkrets,
63941,,Norrköping,1.36,personval,Anna Björkdahl,8,V,44,Norrköpings södra valkrets,
63956,,Norrköping,0.87,personval,Tobias Holmberg,9,V,28,Norrköpings södra valkrets,
63947,,Norrköping,0.8,personval,Mia Matsson,10,V,26,Norrköpings södra valkrets,
63944,,Norrköping,0.8,personval,Peter Butros,10,V,26,Norrköpings södra valkrets,
63964,,Norrköping,0.68,personval,Maria Bergqvist,12,V,22,Norrköpings södra valkrets,
63946,,Norrköping,0.68,personval,Olof Carlstein,12,V,22,Norrköpings södra valkrets,
63966,,Norrköping,0.62,personval,Maria Paz Briones,14,V,20,Norrköpings södra valkrets,
63950,,Norrköping,0.46,personval,Elin Melander,15,V,15,Norrköpings södra valkrets,
63953,,Norrköping,0.43,personval,Linus Nordmark,16,V,14,Norrköpings södra valkrets,
63960,,Norrköping,0.34,personval,Hadeel Ali Ibrahim,17,V,11,Norrköpings södra valkrets,
63958,,Norrköping,0.31,personval,Fatemeh Fatah,18,V,10,Norrköpings södra valkrets,
63955,,Norrköping,0.31,personval,Kerstin Hildebrand,18,V,10,Norrköpings södra valkrets,
63954,,Norrköping,0.25,personval,Heléne Alpfjord Wylde,20,V,8,Norrköpings södra valkrets,
63959,,Norrköping,0.25,personval,Rodi Ailert,20,V,8,Norrköpings södra valkrets,
63951,,Norrköping,0.22,personval,Johan Norlund,22,V,7,Norrköpings södra valkrets,
63949,,Norrköping,0.22,personval,Lottie Broman,22,V,7,Norrköpings södra valkrets,
63948,,Norrköping,0.22,personval,Marcus Posada,22,V,7,Norrköpings södra valkrets,
63961,,Norrköping,0.19,personval,Carina Milde,25,V,6,Norrköpings södra valkrets,
63967,,Norrköping,0.09,personval,Linda Westerlund Snecker,26,V,3,Norrköpings södra valkrets,
63965,,Norrköping,0.03,personval,Bengt Nordstrand,27,V,1,Norrköpings södra valkrets,
63962,,Norrköping,0.03,personval,Lelle Karlsson,27,V,1,Norrköpings södra valkrets,
415596,,Norrköping,6.81,personval,Mia Sköld,1,MP,84,Norrköpings södra valkrets,
421346,,Norrköping,3.97,personval,Abdulkadir Ahmed Mohammed,2,MP,49,Norrköpings södra valkrets,
421330,,Norrköping,3.4,personval,Jens Andersson,3,MP,42,Norrköpings södra valkrets,
421336,,Norrköping,1.54,personval,Tove Jangland,4,MP,19,Norrköpings södra valkrets,
421332,,Norrköping,1.22,personval,Ingemar Hillerström,5,MP,15,Norrköpings södra valkrets,
416006,,Norrköping,0.89,personval,Jan Thilander,6,MP,11,Norrköpings södra valkrets,
421348,,Norrköping,0.73,personval,Linus Ekman,7,MP,9,Norrköpings södra valkrets,
421341,,Norrköping,0.65,personval,Roger Persson,8,MP,8,Norrköpings södra valkrets,
421337,,Norrköping,0.65,personval,Sahar Burhan,8,MP,8,Norrköpings södra valkrets,
421345,,Norrköping,0.57,personval,Gustav Knutsson,10,MP,7,Norrköpings södra valkrets,
416004,,Norrköping,0.49,personval,Ulf Nilsson,11,MP,6,Norrköpings södra valkrets,
421347,,Norrköping,0.41,personval,Baiba Pumpure,12,MP,5,Norrköpings södra valkrets,
421338,,Norrköping,0.41,personval,Sven Kindell,12,MP,5,Norrköpings södra valkrets,
415993,,Norrköping,0.32,personval,Hildegard Jarskog,14,MP,4,Norrköpings södra valkrets,
421331,,Norrköping,0.32,personval,Ingela Kandre,14,MP,4,Norrköpings södra valkrets,
421342,,Norrköping,0.32,personval,Mia Wiman Olsson,14,MP,4,Norrköpings södra valkrets,
421343,,Norrköping,0.32,personval,Per Almgren,14,MP,4,Norrköpings södra valkrets,
421340,,Norrköping,0.24,personval,Kerstin Sundquist,18,MP,3,Norrköpings södra valkrets,
421339,,Norrköping,0.16,personval,Jonas Nilsson,19,MP,2,Norrköpings södra valkrets,
421344,,Norrköping,0.08,personval,Britta Kahanpää,20,MP,1,Norrköpings södra valkrets,
81236,,Norrköping,8.77,personval,Darko Mamkovic,1,SD,641,Norrköpings södra valkrets,
81679,,Norrköping,4.61,personval,Clara Aranda,2,SD,337,Norrköpings södra valkrets,
81684,,Norrköping,2.85,personval,Sandra Karlsson,3,SD,208,Norrköpings södra valkrets,
81680,,Norrköping,2.49,personval,Markus Wiechel,4,SD,182,Norrköpings södra valkrets,
81681,,Norrköping,1.22,personval,Jan Petersson,5,SD,89,Norrköpings södra valkrets,
81683,,Norrköping,1.18,personval,Lise-Lotte Lindgren,6,SD,86,Norrköpings södra valkrets,
81687,,Norrköping,0.53,personval,Conny Samoraj,7,SD,39,Norrköpings södra valkrets,
81698,,Norrköping,0.53,personval,Mats Forsberg,7,SD,39,Norrköpings södra valkrets,
81690,,Norrköping,0.52,personval,Anette Kemgren,9,SD,38,Norrköpings södra valkrets,
81694,,Norrköping,0.52,personval,Linus Gistedt,9,SD,38,Norrköpings södra valkrets,
81696,,Norrköping,0.51,personval,Issa Issa,11,SD,37,Norrköpings södra valkrets,
81695,,Norrköping,0.49,personval,Naima Bahnam Johansson,12,SD,36,Norrköpings södra valkrets,
81682,,Norrköping,0.41,personval,Florian Aranda,13,SD,30,Norrköpings södra valkrets,
81686,,Norrköping,0.38,personval,Johan Lindekrantz,14,SD,28,Norrköpings södra valkrets,
81702,,Norrköping,0.37,personval,Simo Petkovski,15,SD,27,Norrköpings södra valkrets,
81717,,Norrköping,0.31,personval,Leif Johansson,16,SD,23,Norrköpings södra valkrets,
81685,,Norrköping,0.3,personval,Benny Sellborn,17,SD,22,Norrköpings södra valkrets,
81691,,Norrköping,0.25,personval,Matthias Olofsson,18,SD,18,Norrköpings södra valkrets,
81701,,Norrköping,0.19,personval,Anneli Ljung,19,SD,14,Norrköpings södra valkrets,
81689,,Norrköping,0.18,personval,Kim Sköld,20,SD,13,Norrköpings södra valkrets,
81688,,Norrköping,0.18,personval,Robert Cederlund,20,SD,13,Norrköpings södra valkrets,
81712,,Norrköping,0.16,personval,Lena Diene,22,SD,12,Norrköpings södra valkrets,
81692,,Norrköping,0.15,personval,Ingvar Våxmo,23,SD,11,Norrköpings södra valkrets,
81693,,Norrköping,0.14,personval,Eva-Marie Johnsen,24,SD,10,Norrköpings södra valkrets,
81703,,Norrköping,0.11,personval,[Inte lämnat förklaring],25,SD,8,Norrköpings södra valkrets,
81714,,Norrköping,0.11,personval,Marianne Visti,25,SD,8,Norrköpings södra valkrets,
81709,,Norrköping,0.08,personval,Lottie Carlzon,27,SD,6,Norrköpings södra valkrets,
81706,,Norrköping,0.07,personval,Daniel Sund,28,SD,5,Norrköpings södra valkrets,
81705,,Norrköping,0.07,personval,Yasmine Eriksson,28,SD,5,Norrköpings södra valkrets,
81699,,Norrköping,0.05,personval,Jonathan Lutström,30,SD,4,Norrköpings södra valkrets,
81708,,Norrköping,0.05,personval,Thomas Svensson,30,SD,4,Norrköpings södra valkrets,
81700,,Norrköping,0.05,personval,Torgny Solvinder,30,SD,4,Norrköpings södra valkrets,
81716,,Norrköping,0.04,personval,[Inte lämnat förklaring],33,SD,3,Norrköpings södra valkrets,
81704,,Norrköping,0.04,personval,Johan Andersson,33,SD,3,Norrköpings södra valkrets,
81713,,Norrköping,0.04,personval,Suzanne Larsson,33,SD,3,Norrköpings södra valkrets,
81711,,Norrköping,0.03,personval,Sandra Jörheden,36,SD,2,Norrköpings södra valkrets,
81710,,Norrköping,0.01,personval,Glenn Jörheden,37,SD,1,Norrköpings södra valkrets,
81707,,Norrköping,0.01,personval,Moris Eissa,37,SD,1,Norrköpings södra valkrets,
81718,,Norrköping,0.01,personval,Sten Selander,37,SD,1,Norrköpings södra valkrets,
219309,,Norrköping,11.93,personval,Sandra Isaksson,1,FI,50,Norrköpings södra valkrets,
393763,,Norrköping,8.59,personval,Malte Lindstam,2,FI,36,Norrköpings södra valkrets,
219312,,Norrköping,4.06,personval,Sofi Holmin Fridell,3,FI,17,Norrköpings södra valkrets,
393770,,Norrköping,3.58,personval,Sofia Hallström,4,FI,15,Norrköpings södra valkrets,
393765,,Norrköping,2.63,personval,Tora Lindén,5,FI,11,Norrköpings södra valkrets,
393771,,Norrköping,1.19,personval,Zorba Asplund,6,FI,5,Norrköpings södra valkrets,
393768,,Norrköping,0.95,personval,Milva Jansson,7,FI,4,Norrköpings södra valkrets,
393769,,Norrköping,0.72,personval,Karin Odelblad,8,FI,3,Norrköpings södra valkrets,
393772,,Norrköping,0.72,personval,Linnea Strömberg,8,FI,3,Norrköpings södra valkrets,
393766,,Norrköping,0.48,personval,Camilla Karlsson,10,FI,2,Norrköpings södra valkrets,
17846,,Salem,11.39,personval,Lennart Kalderén,1,M,387,Salem,
17860,,Salem,2.68,personval,Sead Kosevic,2,M,91,Salem,
17848,,Salem,2.21,personval,Erik Glimvik,3,M,75,Salem,
17852,,Salem,1.59,personval,Rickard Livén,4,M,54,Salem,
17847,,Salem,1.5,personval,Farzana Khan,5,M,51,Salem,
17857,,Salem,0.97,personval,Ulla Wickstein,6,M,33,Salem,
17849,,Salem,0.85,personval,Elisabeth Bovin Exner,7,M,29,Salem,
17851,,Salem,0.79,personval,Olle Glimvik,8,M,27,Salem,
17854,,Salem,0.74,personval,Jasmina Kosevic,9,M,25,Salem,
17850,,Salem,0.71,personval,Björn Odelius,10,M,24,Salem,
17855,,Salem,0.56,personval,Stefan Almå,11,M,19,Salem,
17858,,Salem,0.5,personval,Andreas Lundvall,12,M,17,Salem,
17865,,Salem,0.5,personval,Hugo Löwegren,12,M,17,Salem,
17859,,Salem,0.5,personval,Ilse Forsberg,12,M,17,Salem,
17853,,Salem,0.41,personval,Björn Kvist,15,M,14,Salem,
17856,,Salem,0.41,personval,Lennart Ejenäs,15,M,14,Salem,
17863,,Salem,0.41,personval,Mats Röhr,15,M,14,Salem,
17866,,Salem,0.41,personval,Sonia Olsson,15,M,14,Salem,
17862,,Salem,0.32,personval,Janina Stenlund,19,M,11,Salem,
17871,,Salem,0.21,personval,Irene Beckman,20,M,7,Salem,
17861,,Salem,0.18,personval,Gun Andersson,21,M,6,Salem,
17864,,Salem,0.15,personval,Mats Ershammar,22,M,5,Salem,
17867,,Salem,0.15,personval,Per-Erik Ekman,22,M,5,Salem,
17870,,Salem,0.15,personval,Solweig Byfeldt,22,M,5,Salem,
17873,,Salem,0.12,personval,Stefan Jacobson,25,M,4,Salem,
17868,,Salem,0.09,personval,Lars-Erik Linder,26,M,3,Salem,
17869,,Salem,0.09,personval,Maria Horvath,26,M,3,Salem,
17875,,Salem,0.09,personval,Ulf Malmström,26,M,3,Salem,
17874,,Salem,0.06,personval,Elisabeth Jacobs,29,M,2,Salem,
17876,,Salem,0.06,personval,Monica Lindborg,29,M,2,Salem,
17872,,Salem,0.03,personval,[Inte lämnat förklaring],31,M,1,Salem,
124392,,Salem,8.62,personval,Raili Nilsson,1,C,48,Salem,
124401,,Salem,3.95,personval,Ankie Bosander,2,C,22,Salem,
297922,,Salem,3.95,personval,Wictoria Berglund,2,C,22,Salem,
297918,,Salem,2.87,personval,Gunny Jörlén,4,C,16,Salem,
124396,,Salem,2.15,personval,Leif Ståhl,5,C,12,Salem,
297933,,Salem,1.26,personval,Johan Björling,6,C,7,Salem,
297923,,Salem,1.08,personval,Torbjörn Ollas,7,C,6,Salem,
297921,,Salem,0.9,personval,Anders Karlsson,8,C,5,Salem,
297932,,Salem,0.72,personval,Poul Poulsen,9,C,4,Salem,
297924,,Salem,0.54,personval,Joakim Falkeborn,10,C,3,Salem,
297930,,Salem,0.54,personval,Monica Lundell Nilsson,10,C,3,Salem,
297926,,Salem,0.36,personval,Birgitta Wahlund-Hafström,12,C,2,Salem,
297927,,Salem,0.36,personval,Björn Hafström,12,C,2,Salem,
297934,,Salem,0.36,personval,Kerstin Ansnes,12,C,2,Salem,
297920,,Salem,0.36,personval,Maria Zitting-Nilsson,12,C,2,Salem,
297929,,Salem,0.18,personval,Barbro Eriksson,16,C,1,Salem,
297928,,Salem,0.18,personval,Jan Bosander,16,C,1,Salem,
242837,,Salem,11.64,personval,Mia Franzén,1,L,85,Salem,
242841,,Salem,2.88,personval,Ylva Ledin,2,L,21,Salem,
242848,,Salem,2.74,personval,Ninos Garis,3,L,20,Salem,
242847,,Salem,2.6,personval,Marlene Ackland,4,L,19,Salem,
242838,,Salem,2.33,personval,Kristina Bjureklev Netzell,5,L,17,Salem,
242846,,Salem,1.92,personval,Ingrid Kindahl,6,L,14,Salem,
242840,,Salem,1.78,personval,Johanna Liljedahl,7,L,13,Salem,
242842,,Salem,1.64,personval,Åsa Dahl,8,L,12,Salem,
242839,,Salem,1.37,personval,Petter Liljeblad,9,L,10,Salem,
242844,,Salem,1.23,personval,Moa Klingsell,10,L,9,Salem,
242856,,Salem,0.82,personval,Emma Agenstam,11,L,6,Salem,
242845,,Salem,0.68,personval,Bo Eriksson,12,L,5,Salem,
242853,,Salem,0.41,personval,Magnus Ledin,13,L,3,Salem,
242854,,Salem,0.14,personval,Anita Franzén,14,L,1,Salem,
242849,,Salem,0.14,personval,Birgitta Berg,14,L,1,Salem,
242858,,Salem,0.14,personval,[Inte lämnat förklaring],14,L,1,Salem,
242857,,Salem,0.14,personval,Liselotte Bessner,14,L,1,Salem,
242843,,Salem,0.14,personval,Mårten Landström,14,L,1,Salem,
158244,,Salem,7.66,personval,Håkan Paulsson,1,KD,35,Salem,
158246,,Salem,3.72,personval,Lina Mjörnheim,2,KD,17,Salem,
158250,,Salem,2.63,personval,Ulla Nilsson,3,KD,12,Salem,
158247,,Salem,1.97,personval,Torbjörn Åberg,4,KD,9,Salem,
158249,,Salem,1.75,personval,Annika Jennersjö,5,KD,8,Salem,
158252,,Salem,1.31,personval,Ann-Christin Eriksson,6,KD,6,Salem,
158245,,Salem,1.31,personval,Bo Johansson,6,KD,6,Salem,
158254,,Salem,1.09,personval,Esbjörn Eriksson,8,KD,5,Salem,
158248,,Salem,0.88,personval,Radhika Paulsson,9,KD,4,Salem,
158253,,Salem,0.44,personval,Mårten Nilsson,10,KD,2,Salem,
158251,,Salem,0.22,personval,Johan Jennersjö,11,KD,1,Salem,
96643,,Salem,5.55,personval,Leutrim Kadriu,1,S,119,Salem,
71224,,Salem,4.67,personval,Arne Närström,2,S,100,Salem,
155305,,Salem,1.87,personval,Björn Wivallius,3,S,40,Salem,
155300,,Salem,1.82,personval,Maria Ridderstolpe,4,S,39,Salem,
155310,,Salem,1.07,personval,Birgitta Rönnblad,5,S,23,Salem,
155306,,Salem,1.07,personval,Wilma Eklund,5,S,23,Salem,
155302,,Salem,0.93,personval,Linnea Lundqvist,7,S,20,Salem,
155301,,Salem,0.84,personval,Tommy Eklund,8,S,18,Salem,
155309,,Salem,0.75,personval,Kjell Häggkvist,9,S,16,Salem,
155321,,Salem,0.47,personval,Martin Lange,10,S,10,Salem,
155304,,Salem,0.42,personval,Berit Heidenfors,11,S,9,Salem,
155315,,Salem,0.42,personval,Kari Kurkisuo,11,S,9,Salem,
96638,,Salem,0.42,personval,Margaretha Häll Assarsson,11,S,9,Salem,
155303,,Salem,0.37,personval,Patrik Robbertte,14,S,8,Salem,
155316,,Salem,0.23,personval,Britt-Marie Marklund,15,S,5,Salem,
155322,,Salem,0.23,personval,Maria Eklund,15,S,5,Salem,
155313,,Salem,0.23,personval,Siang Hok Lim,15,S,5,Salem,
155324,,Salem,0.19,personval,Lisa Forsberg,18,S,4,Salem,
155314,,Salem,0.19,personval,Noomi Liljefors,18,S,4,Salem,
155311,,Salem,0.14,personval,Mats Gustafsson,20,S,3,Salem,
155317,,Salem,0.14,personval,Ray Olsson,20,S,3,Salem,
155328,,Salem,0.09,personval,Azra Fredriksson,22,S,2,Salem,
155312,,Salem,0.09,personval,Gunilla Kallio,22,S,2,Salem,
155318,,Salem,0.09,personval,Lillemor Gladh,22,S,2,Salem,
155325,,Salem,0.09,personval,Till Mayer,22,S,2,Salem,
155319,,Salem,0.05,personval,[Inte lämnat förklaring],26,S,1,Salem,
155320,,Salem,0.05,personval,Katarina Lim,26,S,1,Salem,
187664,,Salem,10.19,personval,Sanna Jansson Wiberg,1,V,48,Salem,
187668,,Salem,5.31,personval,Paula Fuenzalida,2,V,25,Salem,
187666,,Salem,3.18,personval,Itai Cabrera Fernández,3,V,15,Salem,
187665,,Salem,2.76,personval,Daniel Hansson,4,V,13,Salem,
187667,,Salem,0.64,personval,Håkan Hultgren,5,V,3,Salem,
245651,,Salem,6.93,personval,Maria Sundblad,1,MP,23,Salem,
245649,,Salem,3.92,personval,Berit Karlsson,2,MP,13,Salem,
245650,,Salem,3.31,personval,Fredrik Ribbing,3,MP,11,Salem,
245653,,Salem,1.51,personval,[Inte lämnat samtycke],4,MP,5,Salem,
245652,,Salem,0.6,personval,Bengt-Åke Pettersson,5,MP,2,Salem,
76628,,Salem,8.98,personval,[Inte lämnat förklaring],1,SD,92,Salem,
76633,,Salem,5.85,personval,Lisa Hedberg,2,SD,60,Salem,
76634,,Salem,4.88,personval,Mona-Lisa Larsson,3,SD,50,Salem,
76629,,Salem,2.44,personval,[Inte lämnat förklaring],4,SD,25,Salem,
76630,,Salem,2.34,personval,Markus von Wowern Lindgren,5,SD,24,Salem,
76631,,Salem,2.34,personval,Zsolt Szabo,5,SD,24,Salem,
76632,,Salem,0.98,personval,[Inte lämnat förklaring],7,SD,10,Salem,
76635,,Salem,0.68,personval,Conny Wessberg,8,SD,7,Salem,
318221,,Salem,5.44,personval,Anders Klerkfors,1,R,58,Salem,
318234,,Salem,2.34,personval,Patrik Vejby,2,R,25,Salem,
318236,,Salem,1.97,personval,Håkan Säfström,3,R,21,Salem,
318226,,Salem,1.59,personval,Karin Meyer,4,R,17,Salem,
318222,,Salem,1.31,personval,Maria Trap,5,R,14,Salem,
318223,,Salem,1.22,personval,Anna-Carin Ehn,6,R,13,Salem,
318228,,Salem,1.22,personval,Nina Fällström,6,R,13,Salem,
318238,,Salem,1.03,personval,Helén Axelsson,8,R,11,Salem,
318231,,Salem,1.03,personval,Jonas Nienhüysen,8,R,11,Salem,
318227,,Salem,0.94,personval,Michael Lindahl,10,R,10,Salem,
318235,,Salem,0.84,personval,[Inte lämnat förklaring],11,R,9,Salem,
318225,,Salem,0.66,personval,Bernd Priemer,12,R,7,Salem,
318230,,Salem,0.66,personval,Lena Wallenius,12,R,7,Salem,
318233,,Salem,0.56,personval,Ada-Christina Dubois,14,R,6,Salem,
318241,,Salem,0.56,personval,Anna Nienhüysen,14,R,6,Salem,
318232,,Salem,0.56,personval,Christian Guldberg,14,R,6,Salem,
318229,,Salem,0.47,personval,Fredrik Lindholm,17,R,5,Salem,
318240,,Salem,0.28,personval,James Davy,18,R,3,Salem,
318237,,Salem,0.28,personval,Lena Davy,18,R,3,Salem,
318224,,Salem,0.19,personval,Rolf Fällström,20,R,2,Salem,
253978,,Gullspång,14.89,personval,Björn Thodenius,1,M,138,Gullspång,
255225,,Gullspång,4.64,personval,Eric Mellberg,2,M,43,Gullspång,
254378,,Gullspång,2.37,personval,Victor Albertsson Tidestedt,3,M,22,Gullspång,
254376,,Gullspång,2.27,personval,Maria Gustafsson,4,M,21,Gullspång,
254005,,Gullspång,1.83,personval,Monica Joby,5,M,17,Gullspång,
255230,,Gullspång,1.73,personval,Kerstin Bäckerbo,6,M,16,Gullspång,
255232,,Gullspång,1.4,personval,Per Rang,7,M,13,Gullspång,
255233,,Gullspång,1.29,personval,Therese Gustavsson,8,M,12,Gullspång,
255239,,Gullspång,1.19,personval,Matilda Fröjd,9,M,11,Gullspång,
255227,,Gullspång,1.08,personval,Pontus Strid,10,M,10,Gullspång,
255224,,Gullspång,0.97,personval,Kerstin Isaksson,11,M,9,Gullspång,
255228,,Gullspång,0.86,personval,Torbjörn Lööf,12,M,8,Gullspång,
255234,,Gullspång,0.65,personval,Gunnar Bohlin,13,M,6,Gullspång,
255242,,Gullspång,0.65,personval,Leif Dehlén,13,M,6,Gullspång,
255246,,Gullspång,0.65,personval,Patrik Holmberg,13,M,6,Gullspång,
255241,,Gullspång,0.32,personval,Sofie Björnberg,16,M,3,Gullspång,
255240,,Gullspång,0.32,personval,Svante Syk,16,M,3,Gullspång,
255250,,Gullspång,0.32,personval,Tommy Bergsten,16,M,3,Gullspång,
255229,,Gullspång,0.22,personval,Alexander Olofsson,19,M,2,Gullspång,
255231,,Gullspång,0.22,personval,Anders Andersson,19,M,2,Gullspång,
255248,,Gullspång,0.22,personval,Ingemar Joby,19,M,2,Gullspång,
255236,,Gullspång,0.11,personval,Lennart Johnsson,22,M,1,Gullspång,
255235,,Gullspång,0.11,personval,Pär Rittsel,22,M,1,Gullspång,
5901,,Gullspång,9.28,personval,Torbjörn Jansson,1,C,32,Gullspång,
3222,,Gullspång,6.38,personval,Bo Hagström,2,C,22,Gullspång,
5899,,Gullspång,5.22,personval,Kjell Lindholm,3,C,18,Gullspång,
5903,,Gullspång,2.32,personval,Roland Karlsson,4,C,8,Gullspång,
5904,,Gullspång,1.74,personval,Albert Eriksson,5,C,6,Gullspång,
3243,,Gullspång,1.74,personval,Maritha Hagström,5,C,6,Gullspång,
5906,,Gullspång,1.45,personval,Sören Olofsson,7,C,5,Gullspång,
5902,,Gullspång,1.16,personval,Julia J Svensson,8,C,4,Gullspång,
5910,,Gullspång,1.16,personval,Mats Johansson,8,C,4,Gullspång,
5912,,Gullspång,0.58,personval,Jörgen Jansson,10,C,2,Gullspång,
5905,,Gullspång,0.29,personval,Anders Levahn,11,C,1,Gullspång,
5908,,Gullspång,0.29,personval,Helena Svensson,11,C,1,Gullspång,
5913,,Gullspång,0.29,personval,Jan Evertson,11,C,1,Gullspång,
5911,,Gullspång,0.29,personval,Yvonne Molinder,11,C,1,Gullspång,
24676,,Gullspång,23.08,personval,Nour Beyed,1,L,30,Gullspång,
24678,,Gullspång,11.54,personval,Hawar Bazyan,2,L,15,Gullspång,
24683,,Gullspång,5.38,personval,Khalid Mahmoud Salih,3,L,7,Gullspång,
24677,,Gullspång,5.38,personval,Nillan Ramberg Kardéus,3,L,7,Gullspång,
39995,,Gullspång,5.38,personval,Wassem Alawad,3,L,7,Gullspång,
24680,,Gullspång,3.08,personval,Idris Zain,6,L,4,Gullspång,
24685,,Gullspång,3.08,personval,Morshed Mohammed Omar,6,L,4,Gullspång,
24686,,Gullspång,2.31,personval,Mohammed Hassen,8,L,3,Gullspång,
24684,,Gullspång,1.54,personval,Elias Esber,9,L,2,Gullspång,
39993,,Gullspång,1.54,personval,Mawyea Ishag,9,L,2,Gullspång,
39996,,Gullspång,1.54,personval,Sari Alhamdi,9,L,2,Gullspång,
24688,,Gullspång,0.77,personval,Anita Ahlgren,12,L,1,Gullspång,
24681,,Gullspång,0.77,personval,Annica Difrakhsh,12,L,1,Gullspång,
24679,,Gullspång,0.77,personval,Carina Andersson,12,L,1,Gullspång,
39986,,Gullspång,0.77,personval,Homeira Qazizadeh,12,L,1,Gullspång,
39982,,Gullspång,0.77,personval,Mike Difrakhsh,12,L,1,Gullspång,
24682,,Gullspång,0.77,personval,Ola Almasri,12,L,1,Gullspång,
39985,,Gullspång,0.77,personval,Saed Zain,12,L,1,Gullspång,
34566,,Gullspång,12.89,personval,Carina Gullberg,1,S,148,Gullspång,
34568,,Gullspång,5.84,personval,Jan Hassel,2,S,67,Gullspång,
34569,,Gullspång,1.57,personval,Anja Nyström,3,S,18,Gullspång,
34574,,Gullspång,1.31,personval,Evelina Eriksson,4,S,15,Gullspång,
34571,,Gullspång,0.87,personval,Ann-Christin Erlandsson,5,S,10,Gullspång,
34577,,Gullspång,0.78,personval,Lars-Göran Ytterberg,6,S,9,Gullspång,
34567,,Gullspång,0.78,personval,Monica Hall Fornander,6,S,9,Gullspång,
34579,,Gullspång,0.7,personval,Kristoffer Alexandersson,8,S,8,Gullspång,
34575,,Gullspång,0.7,personval,Monika Högberg,8,S,8,Gullspång,
34585,,Gullspång,0.52,personval,Gasmend Vukaj,10,S,6,Gullspång,
34580,,Gullspång,0.52,personval,Ghada Najm,10,S,6,Gullspång,
34576,,Gullspång,0.52,personval,Margitha Dagobert,10,S,6,Gullspång,
34593,,Gullspång,0.52,personval,Odd Karlsson,10,S,6,Gullspång,
34573,,Gullspång,0.44,personval,Reine Hilding,14,S,5,Gullspång,
34605,,Gullspång,0.35,personval,Markus Karlsson,15,S,4,Gullspång,
34570,,Gullspång,0.35,personval,Per-Arne Brandberg,15,S,4,Gullspång,
34583,,Gullspång,0.35,personval,Ulf Nilsson,15,S,4,Gullspång,
34587,,Gullspång,0.26,personval,Annika Granath,18,S,3,Gullspång,
34598,,Gullspång,0.26,personval,Keijo Wedin,18,S,3,Gullspång,
34582,,Gullspång,0.17,personval,Abdalla Idris,20,S,2,Gullspång,
34588,,Gullspång,0.17,personval,Gun Svensson,20,S,2,Gullspång,
34599,,Gullspång,0.17,personval,[Inte lämnat förklaring],20,S,2,Gullspång,
34594,,Gullspång,0.17,personval,Jimmy Gustafsson,20,S,2,Gullspång,
34589,,Gullspång,0.17,personval,Peter Edén,20,S,2,Gullspång,
34584,,Gullspång,0.17,personval,Pia Zimmerman,20,S,2,Gullspång,
34572,,Gullspång,0.17,personval,Roger Wiking,20,S,2,Gullspång,
34609,,Gullspång,0.17,personval,Stig-Åke Hilding,20,S,2,Gullspång,
34586,,Gullspång,0.17,personval,Sven-Erik Roslund,20,S,2,Gullspång,
34602,,Gullspång,0.09,personval,Annika Johansson,29,S,1,Gullspång,
34581,,Gullspång,0.09,personval,Christian Carlström,29,S,1,Gullspång,
34596,,Gullspång,0.09,personval,Marina Blomqvist,29,S,1,Gullspång,
34597,,Gullspång,0.09,personval,Mattias Karlsson,29,S,1,Gullspång,
34578,,Gullspång,0.09,personval,Suzanne Michaelsen Gunnarsson,29,S,1,Gullspång,
181951,,Gullspång,31.08,personval,Maria Smedberg,1,V,46,Gullspång,
64330,,Gullspång,23.26,personval,Doris Karlsson,1,MP,10,Gullspång,
64331,,Gullspång,9.3,personval,Christer Eriksson,2,MP,4,Gullspång,
126690,,Gullspång,9.09,personval,Karl Schwed,1,SD,30,Gullspång,
246108,,Gullspång,4.55,personval,Lennart Ardemo,2,SD,15,Gullspång,
508827,,Gullspång,3.94,personval,Gudrun Sjöberg,3,SD,13,Gullspång,
246110,,Gullspång,3.33,personval,Stig Svensson,4,SD,11,Gullspång,
246109,,Gullspång,2.73,personval,Frank Ludvigsson,5,SD,9,Gullspång,
246111,,Gullspång,1.82,personval,Lars Forsström,6,SD,6,Gullspång,
190086,,Gullspång,10.64,personval,Stefan Skärlund,1,FI,15,Gullspång,
190087,,Gullspång,7.09,personval,Sarah Johansson,2,FI,10,Gullspång,
190089,,Gullspång,5.67,personval,Cecilia Gustavsson,3,FI,8,Gullspång,
190094,,Gullspång,5.67,personval,Hanna Jansson,3,FI,8,Gullspång,
190088,,Gullspång,4.26,personval,Lii Bergman,5,FI,6,Gullspång,
190092,,Gullspång,2.84,personval,Annica Bengtzing,6,FI,4,Gullspång,
190091,,Gullspång,2.13,personval,Maria von Krusenstierna,7,FI,3,Gullspång,
190093,,Gullspång,1.42,personval,Isabel von Krusenstierna,8,FI,2,Gullspång,
190090,,Gullspång,0.71,personval,Elis Öquist Bergman,9,FI,1,Gullspång,
511968,,Gullspång,22.0,personval,Hans Göran Larsson,1,Rättv,44,Gullspång,
511973,,Gullspång,6.5,personval,Emil Andersson,2,Rättv,13,Gullspång,
511974,,Gullspång,2.0,personval,"Lars ""Lången"" Johansson",3,Rättv,4,Gullspång,
